23100;00003;00015;04001;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;04002;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05001;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05002;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05003;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05004;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05005;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05006;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05007;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05008;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05009;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05010;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05011;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05012;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05013;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05014;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05015;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05016;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05017;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05018;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05019;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05020;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05021;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;05022;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06001;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06002;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06003;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06004;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06005;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06006;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06007;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06008;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06009;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06010;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06011;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06012;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06013;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06014;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06015;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;06016;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;07001;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;07002;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;07003;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
23100;00003;00015;08001;2010-01-01;9999-12-31;2019-12-12;2020-01-23;3
