00;1;IU;04
01;1;IU;04
0B;1;IU;04
0C;1;IU;04
0D;1;IU;04
0E;1;IU;04
0F;1;IU;04
0G;1;IU;04
0I;1;IU;04
0J;1;IU;04
0K;1;IU;04
0L;1;IU;04
0M;1;IU;04
0N;1;IU;04
0O;1;IU;04
0Q;1;IU;04
0R;1;IU;04
0S;1;IU;04
0T;1;IU;04
0U;1;IU;04
0V;1;IU;04
0W;1;IU;04
0X;1;IU;04
0Y;1;IU;04
0Z;1;IU;04
10;2;F2;01
1A;2;F2;02
1H;2;F2;01
20;3;OF;01
2A;3;OF;02
2H;3;OF;01
30;4;IP;02
31;4;IP;02
3B;4;IP;02
3C;4;IP;02
3D;4;IP;02
3E;4;IP;02
3F;4;IP;02
3G;4;IP;02
3I;4;IP;02
3J;4;IP;02
3K;4;IP;02
3L;4;IP;02
3M;4;IP;02
3N;4;IP;02
3O;4;IP;02
3Q;4;IP;02
3R;4;IP;02
3S;4;IP;02
3T;4;IP;02
3U;4;IP;02
3V;4;IP;02
3W;4;IP;02
3X;4;IP;02
3Y;4;IP;02
3Z;4;IP;02
40;6;C1;02
41;6;C1;02
4B;6;C1;02
4C;6;C1;02
4D;6;C1;02
4E;6;C1;02
4F;6;C1;02
4G;6;C1;02
4I;6;C1;02
4J;6;C1;02
4K;6;C1;02
4L;6;C1;02
4M;6;C1;02
4N;6;C1;02
4O;6;C1;02
4Q;6;C1;02
4R;6;C1;02
4S;6;C1;02
4T;6;C1;02
4U;6;C1;02
4V;6;C1;02
4W;6;C1;02
4X;6;C1;02
4Y;6;C1;02
4Z;6;C1;02
50;6;C1;02
51;6;C1;02
5B;6;C1;02
5C;6;C1;02
5D;6;C1;02
5E;6;C1;02
5F;6;C1;02
5G;6;C1;02
5I;6;C1;02
5J;6;C1;02
5K;6;C1;02
5L;6;C1;02
5M;6;C1;02
5N;6;C1;02
5O;6;C1;02
5Q;6;C1;02
5R;6;C1;02
5S;6;C1;02
5T;6;C1;02
5U;6;C1;02
5V;6;C1;02
5W;6;C1;02
5X;6;C1;02
5Y;6;C1;02
5Z;6;C1;02
60;7;S;03
61;7;S;03
6A;7;S;03
6B;7;S;03
6C;7;S;03
6D;7;S;03
6G;7;S;03
6K;7;S;03
6L;7;S;03
6M;7;S;03
6N;7;S;03
6O;7;S;03
6P;7;S;03
70;7;S;03
71;7;S;03
7A;7;S;03
7B;7;S;03
7C;7;S;03
7D;7;S;03
7G;7;S;03
7K;7;S;03
7L;7;S;03
7M;7;S;03
7N;7;S;03
7O;7;S;03
7P;7;S;03
80;7;S;03
81;7;S;03
8A;7;S;03
8B;7;S;03
8C;7;S;03
8D;7;S;03
8G;7;S;03
8K;7;S;03
8L;7;S;03
8M;7;S;03
8N;7;S;03
8O;7;S;03
8P;7;S;03
90;4;IP;02
91;4;IP;02
9B;4;IP;02
9C;4;IP;02
9D;4;IP;02
9E;4;IP;02
9F;4;IP;02
9G;4;IP;02
9I;4;IP;02
9J;4;IP;02
9K;4;IP;02
9L;4;IP;02
9M;4;IP;02
9N;4;IP;02
9O;4;IP;02
9Q;4;IP;02
9R;4;IP;02
9S;4;IP;02
9T;4;IP;02
9U;4;IP;02
9V;4;IP;02
9W;4;IP;02
9X;4;IP;02
9Y;4;IP;02
9Z;4;IP;02
A0;8;A;03
A1;8;A;03
AA;8;A;03
AB;8;A;03
AC;8;A;03
AD;8;A;03
AG;8;A;03
AK;8;A;03
AL;8;A;03
AM;8;A;03
AN;8;A;03
AO;8;A;03
AP;8;A;03
B0;8;A;03
B1;8;A;03
BA;8;A;03
BB;8;A;03
BC;8;A;03
BD;8;A;03
BG;8;A;03
BK;8;A;03
BL;8;A;03
BM;8;A;03
BN;8;A;03
BO;8;A;03
BP;8;A;03
C0;8;A;03
C1;8;A;03
CA;8;A;03
CB;8;A;03
CC;8;A;03
CD;8;A;03
CG;8;A;03
CK;8;A;03
CL;8;A;03
CM;8;A;03
CN;8;A;03
CO;8;A;03
CP;8;A;03
D0;9;B;03
D1;9;B;03
DA;9;B;03
DB;9;B;03
DC;9;B;03
DD;9;B;03
DG;9;B;03
DK;9;B;03
DL;9;B;03
DM;9;B;03
DN;9;B;03
DO;9;B;03
DP;9;B;03
E0;9;B;03
E1;9;B;03
EA;9;B;03
EB;9;B;03
EC;9;B;03
ED;9;B;03
EG;9;B;03
EK;9;B;03
EL;9;B;03
EM;9;B;03
EN;9;B;03
EO;9;B;03
EP;9;B;03
F0;9;B;03
F1;9;B;03
FA;9;B;03
FB;9;B;03
FC;9;B;03
FD;9;B;03
FG;9;B;03
FK;9;B;03
FL;9;B;03
FM;9;B;03
FN;9;B;03
FO;9;B;03
FP;9;B;03
G0;10;C;03
G1;10;C;03
GA;10;C;03
GB;10;C;03
GC;10;C;03
GD;10;C;03
GG;10;C;03
GK;10;C;03
GL;10;C;03
GM;10;C;03
GN;10;C;03
GO;10;C;03
GP;10;C;03
H0;10;C;03
H1;10;C;03
HA;10;C;03
HB;10;C;03
HC;10;C;03
HD;10;C;03
HG;10;C;03
HK;10;C;03
HL;10;C;03
HM;10;C;03
HN;10;C;03
HO;10;C;03
HP;10;C;03
I0;10;C;03
I1;10;C;03
IA;10;C;03
IB;10;C;03
IC;10;C;03
ID;10;C;03
IG;10;C;03
IK;10;C;03
IL;10;C;03
IM;10;C;03
IN;10;C;03
IO;10;C;03
IP;10;C;03
J0;11;P1;02
J1;11;P1;02
JB;11;P1;02
JC;11;P1;02
JD;11;P1;02
JE;11;P1;02
JF;11;P1;02
JG;11;P1;02
JI;11;P1;02
JJ;11;P1;02
JK;11;P1;02
JL;11;P1;02
JM;11;P1;02
JN;11;P1;02
JO;11;P1;02
JQ;11;P1;02
JR;11;P1;02
JS;11;P1;02
JT;11;P1;02
JU;11;P1;02
JV;11;P1;02
JW;11;P1;02
JX;11;P1;02
JY;11;P1;02
JZ;11;P1;02
K0;11;P1;02
K1;11;P1;02
KB;11;P1;02
KC;11;P1;02
KD;11;P1;02
KE;11;P1;02
KF;11;P1;02
KG;11;P1;02
KI;11;P1;02
KJ;11;P1;02
KK;11;P1;02
KL;11;P1;02
KM;11;P1;02
KN;11;P1;02
KO;11;P1;02
KQ;11;P1;02
KR;11;P1;02
KS;11;P1;02
KT;11;P1;02
KU;11;P1;02
KV;11;P1;02
KW;11;P1;02
KX;11;P1;02
KY;11;P1;02
KZ;11;P1;02
L0;12;P2;02
L1;12;P2;02
LB;12;P2;02
LC;12;P2;02
LD;12;P2;02
LE;12;P2;02
LF;12;P2;02
LG;12;P2;02
LI;12;P2;02
LJ;12;P2;02
LK;12;P2;02
LL;12;P2;02
LM;12;P2;02
LN;12;P2;02
LO;12;P2;02
LQ;12;P2;02
LR;12;P2;02
LS;12;P2;02
LT;12;P2;02
LU;12;P2;02
LV;12;P2;02
LW;12;P2;02
LX;12;P2;02
LY;12;P2;02
LZ;12;P2;02
M0;12;P2;02
M1;12;P2;02
MB;12;P2;02
MC;12;P2;02
MD;12;P2;02
ME;12;P2;02
MF;12;P2;02
MG;12;P2;02
MI;12;P2;02
MJ;12;P2;02
MK;12;P2;02
ML;12;P2;02
MM;12;P2;02
MN;12;P2;02
MO;12;P2;02
MQ;12;P2;02
MR;12;P2;02
MS;12;P2;02
MT;12;P2;02
MU;12;P2;02
MV;12;P2;02
MW;12;P2;02
MX;12;P2;02
MY;12;P2;02
MZ;12;P2;02
N0;14;EM;02
N1;14;EM;02
NB;14;EM;02
NC;14;EM;02
ND;14;EM;02
NE;14;EM;02
NF;14;EM;02
NG;14;EM;02
NI;14;EM;02
NJ;14;EM;02
NK;14;EM;02
NL;14;EM;02
NM;14;EM;02
NN;14;EM;02
NO;14;EM;02
NQ;14;EM;02
NR;14;EM;02
NS;14;EM;02
NT;14;EM;02
NU;14;EM;02
NV;14;EM;02
NW;14;EM;02
NX;14;EM;02
NY;14;EM;02
NZ;14;EM;02
O0;14;EM;02
O1;14;EM;02
OB;14;EM;02
OC;14;EM;02
OD;14;EM;02
OE;14;EM;02
OF;14;EM;02
OG;14;EM;02
OI;14;EM;02
OJ;14;EM;02
OK;14;EM;02
OL;14;EM;02
OM;14;EM;02
ON;14;EM;02
OO;14;EM;02
OQ;14;EM;02
OR;14;EM;02
OS;14;EM;02
OT;14;EM;02
OU;14;EM;02
OV;14;EM;02
OW;14;EM;02
OX;14;EM;02
OY;14;EM;02
OZ;14;EM;02
P0;15;G1;02
P1;15;G1;02
PB;15;G1;02
PC;15;G1;02
PD;15;G1;02
PE;15;G1;02
PF;15;G1;02
PG;15;G1;02
PI;15;G1;02
PJ;15;G1;02
PK;15;G1;02
PL;15;G1;02
PM;15;G1;02
PN;15;G1;02
PO;15;G1;02
PQ;15;G1;02
PR;15;G1;02
PS;15;G1;02
PT;15;G1;02
PU;15;G1;02
PV;15;G1;02
PW;15;G1;02
PX;15;G1;02
PY;15;G1;02
PZ;15;G1;02
Q0;15;G1;02
Q1;15;G1;02
QB;15;G1;02
QC;15;G1;02
QD;15;G1;02
QE;15;G1;02
QF;15;G1;02
QG;15;G1;02
QI;15;G1;02
QJ;15;G1;02
QK;15;G1;02
QL;15;G1;02
QM;15;G1;02
QN;15;G1;02
QO;15;G1;02
QQ;15;G1;02
QR;15;G1;02
QS;15;G1;02
QT;15;G1;02
QU;15;G1;02
QV;15;G1;02
QW;15;G1;02
QX;15;G1;02
QY;15;G1;02
QZ;15;G1;02
R0;17;GL;02
RA;17;GL;02
RH;17;GL;01
S0;18;LA;02
SA;18;LA;02
SH;18;LA;01
T0;19;LO;02
TA;19;LO;02
TH;19;LO;01
U0;20;MU;02
UA;20;MU;02
UH;20;MU;01
V0;21;PU;04
VA;21;PU;02
VH;21;PU;01
W0;22;OT;02
WA;22;OT;02
WH;22;OT;01
X0;22;OT;01
XA;22;OT;02
XH;22;OT;01
Y0;23;FI;01
YA;23;FI;02
YH;23;FI;01
Z0;24;F1;01
ZA;24;F1;02
ZH;24;F1;01
