cod_area_negocio;area_negocio;cod_adn_cg;partition_date
XVAMRGBC;BMA;SCIB;2020-08-31
BPUH;Banca Privada;BPRI;2020-08-31
BPI;Banca Privada;BPRI;2020-08-31
COM1AGROBP;Banca Privada;BPRI;2020-08-31
COM1AGROMPBP;Banca Privada;BPRI;2020-08-31
COM1BP;Banca Privada;BPRI;2020-08-31
COM1MPBP;Banca Privada;BPRI;2020-08-31
COM2BP;Banca Privada;BPRI;2020-08-31
COM2MPBP;Banca Privada;BPRI;2020-08-31
EMPAGROBP;Banca Privada;BPRI;2020-08-31
EMPAGROMPBP;Banca Privada;BPRI;2020-08-31
EMPORBP;Banca Privada;BPRI;2020-08-31
EMPORMPBP;Banca Privada;BPRI;2020-08-31
GE1AGBP;Banca Privada;BPRI;2020-08-31
GE1AGMPBP;Banca Privada;BPRI;2020-08-31
GE1ORBP;Banca Privada;BPRI;2020-08-31
GE1ORMPBP;Banca Privada;BPRI;2020-08-31
INSPRIDBP;Banca Privada;BPRI;2020-08-31
INSPRIDBPMP;Banca Privada;BPRI;2020-08-31
INSPRUGBPRIO;Banca Privada;BPRI;2020-08-31
INSPRUGBPRIOMP;Banca Privada;BPRI;2020-08-31
IPRAGBP;Banca Privada;BPRI;2020-08-31
IPRAGMPBP;Banca Privada;BPRI;2020-08-31
IPRC1BP;Banca Privada;BPRI;2020-08-31
IPRC1MPBP;Banca Privada;BPRI;2020-08-31
IPRC2BP;Banca Privada;BPRI;2020-08-31
IPRC2MPBP;Banca Privada;BPRI;2020-08-31
IPREDRBP;Banca Privada;BPRI;2020-08-31
IPREDRBPMP;Banca Privada;BPRI;2020-08-31
IPRGE1AGBP;Banca Privada;BPRI;2020-08-31
IPRGE1AGMPBP;Banca Privada;BPRI;2020-08-31
IPRGE1ORBP;Banca Privada;BPRI;2020-08-31
IPRGE1ORMPBP;Banca Privada;BPRI;2020-08-31
IPRORBP;Banca Privada;BPRI;2020-08-31
IPRORMPBP;Banca Privada;BPRI;2020-08-31
IPROTBP;Banca Privada;BPRI;2020-08-31
IPROTBPMP;Banca Privada;BPRI;2020-08-31
IPRP1AGBP;Banca Privada;BPRI;2020-08-31
IPRP1AGMPBP;Banca Privada;BPRI;2020-08-31
IPRP1BP;Banca Privada;BPRI;2020-08-31
IPRP1MPBP;Banca Privada;BPRI;2020-08-31
IPRP1ORBP;Banca Privada;BPRI;2020-08-31
IPRP1ORMPBP;Banca Privada;BPRI;2020-08-31
IPRP2AGBP;Banca Privada;BPRI;2020-08-31
IPRP2AGMPBP;Banca Privada;BPRI;2020-08-31
IPRP2ORBP;Banca Privada;BPRI;2020-08-31
IPRP2ORMPBP;Banca Privada;BPRI;2020-08-31
INPUOTRBP;Banca Privada;BPRI;2020-08-31
INPUOTRBPMP;Banca Privada;BPRI;2020-08-31
INSPUGBPRIO;Banca Privada;BPRI;2020-08-31
INSPUGBPRIOMP;Banca Privada;BPRI;2020-08-31
INSPUGOBP;Banca Privada;BPRI;2020-08-31
INSPUIDBP;Banca Privada;BPRI;2020-08-31
INSPUIDBPMP;Banca Privada;BPRI;2020-08-31
IPUBGOPRMP;Banca Privada;BPRI;2020-08-31
IPUBGOPRMPBP;Banca Privada;BPRI;2020-08-31
IPUC1BP;Banca Privada;BPRI;2020-08-31
IPUC1MPBP;Banca Privada;BPRI;2020-08-31
IPUC2BP;Banca Privada;BPRI;2020-08-31
IPUC2MPBP;Banca Privada;BPRI;2020-08-31
IPUEDBP;Banca Privada;BPRI;2020-08-31
IPUEDBPMP;Banca Privada;BPRI;2020-08-31
IPUEMPAGBP;Banca Privada;BPRI;2020-08-31
IPUEMPAGMPBP;Banca Privada;BPRI;2020-08-31
IPUEMPORBP;Banca Privada;BPRI;2020-08-31
IPUEMPORMPBP;Banca Privada;BPRI;2020-08-31
IPUGE1AGBP;Banca Privada;BPRI;2020-08-31
IPUGE1AGMPBP;Banca Privada;BPRI;2020-08-31
IPUGE1ORBP;Banca Privada;BPRI;2020-08-31
IPUGE1ORMPBP;Banca Privada;BPRI;2020-08-31
IPUGOBBP;Banca Privada;BPRI;2020-08-31
IPUGOBMPBP;Banca Privada;BPRI;2020-08-31
IPUP1ORBP;Banca Privada;BPRI;2020-08-31
IPUP1ORMPBP;Banca Privada;BPRI;2020-08-31
IPUP2AGBP;Banca Privada;BPRI;2020-08-31
IPUP2AGMPBP;Banca Privada;BPRI;2020-08-31
IPUP2ORBP;Banca Privada;BPRI;2020-08-31
IPUP2ORMPBP;Banca Privada;BPRI;2020-08-31
P1AGRBP;Banca Privada;BPRI;2020-08-31
P1AGRMPBP;Banca Privada;BPRI;2020-08-31
P1ORBP;Banca Privada;BPRI;2020-08-31
P1ORMPBP;Banca Privada;BPRI;2020-08-31
P2AGRBP;Banca Privada;BPRI;2020-08-31
P2AGRMPBP;Banca Privada;BPRI;2020-08-31
P2ORBP;Banca Privada;BPRI;2020-08-31
P2ORMPBP;Banca Privada;BPRI;2020-08-31
RAA1BP;Banca Privada;BPRI;2020-08-31
RAA1BPMP;Banca Privada;BPRI;2020-08-31
RAA2BP;Banca Privada;BPRI;2020-08-31
RAA2BPMP;Banca Privada;BPRI;2020-08-31
RAA3BP;Banca Privada;BPRI;2020-08-31
RAA3BPMP;Banca Privada;BPRI;2020-08-31
RMAC1BP;Banca Privada;BPRI;2020-08-31
RMAC1BPMP;Banca Privada;BPRI;2020-08-31
RMAC2BP;Banca Privada;BPRI;2020-08-31
RMAC2BPMP;Banca Privada;BPRI;2020-08-31
RMAC3BP;Banca Privada;BPRI;2020-08-31
RMAC3BPMP;Banca Privada;BPRI;2020-08-31
RMEB1BP;Banca Privada;BPRI;2020-08-31
RMEB1BPMP;Banca Privada;BPRI;2020-08-31
RMEB2BP;Banca Privada;BPRI;2020-08-31
RMEB2BPMP;Banca Privada;BPRI;2020-08-31
RMEB3BP;Banca Privada;BPRI;2020-08-31
RMEB3BPMP;Banca Privada;BPRI;2020-08-31
RSS1BP;Banca Privada;BPRI;2020-08-31
RSS1BPMP;Banca Privada;BPRI;2020-08-31
RSS2BP;Banca Privada;BPRI;2020-08-31
RSS2BPMP;Banca Privada;BPRI;2020-08-31
RSS3BP;Banca Privada;BPRI;2020-08-31
RSS3BPMP;Banca Privada;BPRI;2020-08-31
RSS1;Select;SELE;2020-02-29
RSS1CIT;Select;SELE;2020-02-29
RSS1CITMP;Select;SELE;2020-02-29
RSS1MP;Select;SELE;2020-02-29
RSS2;Select;SELE;2020-02-29
RSS2CIT;Select;SELE;2020-02-29
RSS2CITMP;Select;SELE;2020-02-29
RSS2MP;Select;SELE;2020-02-29
RSS3;Select;SELE;2020-02-29
RSS3CIT;Select;SELE;2020-02-29
RSS3CITMP;Select;SELE;2020-02-29
RSS3MP;Select;SELE;2020-02-29
RAA1;Renta Alta;RALT;2020-02-29
RAA1CIT;Renta Alta;RALT;2020-02-29
RAA1CITMP;Renta Alta;RALT;2020-02-29
RAA1MP;Renta Alta;RALT;2020-02-29
RAA2;Renta Alta;RALT;2020-02-29
RAA2CIT;Renta Alta;RALT;2020-02-29
RAA2CITMP;Renta Alta;RALT;2020-02-29
RAA2MP;Renta Alta;RALT;2020-02-29
RAA3;Renta Alta;RALT;2020-02-29
RAA3CIT;Renta Alta;RALT;2020-02-29
RAA3CITMP;Renta Alta;RALT;2020-02-29
RAA3MP;Renta Alta;RALT;2020-02-29
RMEB1;Renta Media;RMED;2020-02-29
RMEB1CIT;Renta Media;RMED;2020-02-29
RMEB1CITMP;Renta Media;RMED;2020-02-29
RMEB1MP;Renta Media;RMED;2020-02-29
RMEB2;Renta Media;RMED;2020-02-29
RMEB2CIT;Renta Media;RMED;2020-02-29
RMEB2CITMP;Renta Media;RMED;2020-02-29
RMEB2MP;Renta Media;RMED;2020-02-29
RMEB3;Renta Media;RMED;2020-02-29
RMEB3CIT;Renta Media;RMED;2020-02-29
RMEB3CITMP;Renta Media;RMED;2020-02-29
RMEB3MP;Renta Media;RMED;2020-02-29
GE8888;Renta Baja;RBAJ;2020-02-29
RMAC1;Renta Baja;RBAJ;2020-02-29
RMAC1CIT;Renta Baja;RBAJ;2020-02-29
RMAC1CITMP;Renta Baja;RBAJ;2020-02-29
RMAC1MP;Renta Baja;RBAJ;2020-02-29
RMAC2;Renta Baja;RBAJ;2020-02-29
RMAC2CIT;Renta Baja;RBAJ;2020-02-29
RMAC2CITMP;Renta Baja;RBAJ;2020-02-29
RMAC2MP;Renta Baja;RBAJ;2020-02-29
RMAC3;Renta Baja;RBAJ;2020-02-29
RMAC3CIT;Renta Baja;RBAJ;2020-02-29
RMAC3CITMP;Renta Baja;RBAJ;2020-02-29
RMAC3MP;Renta Baja;RBAJ;2020-02-29
IPUP1AGBP;Pyme I;PYM1;2020-02-29
IPUP1AGMPBP;Pyme I;PYM1;2020-02-29
P1AGR;Pyme I;PYM1;2020-02-29
P1AGRCIT;Pyme I;PYM1;2020-02-29
P1AGRCITMP;Pyme I;PYM1;2020-02-29
P1AGRMP;Pyme I;PYM1;2020-02-29
P1OR;Pyme I;PYM1;2020-02-29
P1ORCIT;Pyme I;PYM1;2020-02-29
P1ORCITMP;Pyme I;PYM1;2020-02-29
P1ORMP;Pyme I;PYM1;2020-02-29
P2AGR;Pyme II;PYM2;2020-02-29
P2AGRCIT;Pyme II;PYM2;2020-02-29
P2AGRCITMP;Pyme II;PYM2;2020-02-29
P2AGRMP;Pyme II;PYM2;2020-02-29
P2OR;Pyme II;PYM2;2020-02-29
P2ORCIT;Pyme II;PYM2;2020-02-29
P2ORCITMP;Pyme II;PYM2;2020-02-29
P2ORMP;Pyme II;PYM2;2020-02-29
COM1;Pyme Comercio;PYMC;2020-02-29
COM1AGRO;Pyme Comercio;PYMC;2020-02-29
COM1AGROCIT;Pyme Comercio;PYMC;2020-02-29
COM1AGROCITMP;Pyme Comercio;PYMC;2020-02-29
COM1AGROMP;Pyme Comercio;PYMC;2020-02-29
COM1CIT;Pyme Comercio;PYMC;2020-02-29
COM1CITMP;Pyme Comercio;PYMC;2020-02-29
COM1MP;Pyme Comercio;PYMC;2020-02-29
COM2;Pyme Comercio;PYMC;2020-02-29
COM2CIT;Pyme Comercio;PYMC;2020-02-29
COM2CITMP;Pyme Comercio;PYMC;2020-02-29
COM2MP;Pyme Comercio;PYMC;2020-02-29
EMPAGRO;Empresas;EMPE;2020-02-29
EMPAGROCIT;Empresas;EMPE;2020-02-29
EMPAGROCITMP;Empresas;EMPE;2020-02-29
EMPAGROMP;Empresas;EMPE;2020-02-29
EMPOR;Empresas;EMPE;2020-02-29
EMPORCIT;Empresas;EMPE;2020-02-29
EMPORCITMP;Empresas;EMPE;2020-02-29
EMPORMP;Empresas;EMPE;2020-02-29
GE1AG;Grandes Empresas;GEMP;2020-02-29
GE1AGCIT;Grandes Empresas;GEMP;2020-02-29
GE1AGCITMP;Grandes Empresas;GEMP;2020-02-29
GE1AGMP;Grandes Empresas;GEMP;2020-02-29
GE1OR;Grandes Empresas;GEMP;2020-02-29
GE1ORCIT;Grandes Empresas;GEMP;2020-02-29
GE1ORCITMP;Grandes Empresas;GEMP;2020-02-29
GE1ORMP;Grandes Empresas;GEMP;2020-02-29
GEGGNOMRG;Grandes Empresas;GEMP;2020-02-29
GELANOMRG;Grandes Empresas;GEMP;2020-02-29
INPUIDEUGEO;Instituciones Publicas;INPU;2020-02-29
INPUIDEUGEOMP;Instituciones Publicas;INPU;2020-02-29
INPUOIDESK;Instituciones Publicas;INPU;2020-02-29
INPUOIDESKMP;Instituciones Publicas;INPU;2020-02-29
INPUOTRUGE;Instituciones Publicas;INPU;2020-02-29
INPUOTRUGEMP;Instituciones Publicas;INPU;2020-02-29
INSPUUGE;Instituciones Publicas;INPU;2020-02-29
INSPUUGEMP;Instituciones Publicas;INPU;2020-02-29
IPUC;Instituciones Publicas;INPU;2020-02-29
IPUC1;Instituciones Publicas;INPU;2020-02-29
IPUC1MP;Instituciones Publicas;INPU;2020-02-29
IPUC2;Instituciones Publicas;INPU;2020-02-29
IPUC2MP;Instituciones Publicas;INPU;2020-02-29
IPUEDU;Instituciones Publicas;INPU;2020-02-29
IPUEDUMP;Instituciones Publicas;INPU;2020-02-29
IPUEMP;Instituciones Publicas;INPU;2020-02-29
IPUEMPAG;Instituciones Publicas;INPU;2020-02-29
IPUEMPAGMP;Instituciones Publicas;INPU;2020-02-29
IPUEMPOR;Instituciones Publicas;INPU;2020-02-29
IPUEMPORMP;Instituciones Publicas;INPU;2020-02-29
IPUGE1;Instituciones Publicas;INPU;2020-02-29
IPUGE1AG;Instituciones Publicas;INPU;2020-02-29
IPUGE1AGMP;Instituciones Publicas;INPU;2020-02-29
IPUGE1OR;Instituciones Publicas;INPU;2020-02-29
IPUGE1ORMP;Instituciones Publicas;INPU;2020-02-29
IPUGOB;Instituciones Publicas;INPU;2020-02-29
IPUGOBMP;Instituciones Publicas;INPU;2020-02-29
IPUOTRA;Instituciones Publicas;INPU;2020-02-29
IPUOTRACIT;Instituciones Publicas;INPU;2020-02-29
IPUOTRACITMP;Instituciones Publicas;INPU;2020-02-29
IPUOTRAMP;Instituciones Publicas;INPU;2020-02-29
IPUP1;Instituciones Publicas;INPU;2020-02-29
IPUP1AG;Instituciones Publicas;INPU;2020-02-29
IPUP1AGMP;Instituciones Publicas;INPU;2020-02-29
IPUP1OR;Instituciones Publicas;INPU;2020-02-29
IPUP1ORMP;Instituciones Publicas;INPU;2020-02-29
IPUP2;Instituciones Publicas;INPU;2020-02-29
IPUP2AG;Instituciones Publicas;INPU;2020-02-29
IPUP2AGMP;Instituciones Publicas;INPU;2020-02-29
IPUP2OR;Instituciones Publicas;INPU;2020-02-29
IPUP2ORMP;Instituciones Publicas;INPU;2020-02-29
IPURA;Instituciones Publicas;INPU;2020-02-29
IPURAA1;Instituciones Publicas;INPU;2020-02-29
IPURAA1MP;Instituciones Publicas;INPU;2020-02-29
IPURAA2;Instituciones Publicas;INPU;2020-02-29
IPURAA2MP;Instituciones Publicas;INPU;2020-02-29
IPURAA3;Instituciones Publicas;INPU;2020-02-29
IPURAA3MP;Instituciones Publicas;INPU;2020-02-29
IPURC;Instituciones Publicas;INPU;2020-02-29
IPURMA;Instituciones Publicas;INPU;2020-02-29
IPURMAC1;Instituciones Publicas;INPU;2020-02-29
IPURMAC1MP;Instituciones Publicas;INPU;2020-02-29
IPURMAC2;Instituciones Publicas;INPU;2020-02-29
IPURMAC2MP;Instituciones Publicas;INPU;2020-02-29
IPURMAC3;Instituciones Publicas;INPU;2020-02-29
IPURMAC3MP;Instituciones Publicas;INPU;2020-02-29
IPURME;Instituciones Publicas;INPU;2020-02-29
IPURMEB1;Instituciones Publicas;INPU;2020-02-29
IPURMEB1MP;Instituciones Publicas;INPU;2020-02-29
IPURMEB2;Instituciones Publicas;INPU;2020-02-29
IPURMEB2MP;Instituciones Publicas;INPU;2020-02-29
IPURMEB3;Instituciones Publicas;INPU;2020-02-29
IPURMEB3MP;Instituciones Publicas;INPU;2020-02-29
IPUSALUD;Instituciones Publicas;INPU;2020-02-29
IPUSALUDMP;Instituciones Publicas;INPU;2020-02-29
ISPUIDGOBI;Instituciones Publicas;INPU;2020-02-29
ISPUIDGOBIMP;Instituciones Publicas;INPU;2020-02-29
INPRIDUGEO;Instituciones Privadas;INPR;2020-02-29
INPRIDUGEOMP;Instituciones Privadas;INPR;2020-02-29
INPROIDESK;Instituciones Privadas;INPR;2020-02-29
INPROIDESKMP;Instituciones Privadas;INPR;2020-02-29
INPROTRUGE;Instituciones Privadas;INPR;2020-02-29
INPROTRUGEMP;Instituciones Privadas;INPR;2020-02-29
INPS3R;Instituciones Privadas;INPR;2020-02-29
IPRAG;Instituciones Privadas;INPR;2020-02-29
IPRAGMP;Instituciones Privadas;INPR;2020-02-29
IPRC;Instituciones Privadas;INPR;2020-02-29
IPRC1;Instituciones Privadas;INPR;2020-02-29
IPRC1MP;Instituciones Privadas;INPR;2020-02-29
IPRC2;Instituciones Privadas;INPR;2020-02-29
IPRC2MP;Instituciones Privadas;INPR;2020-02-29
IPRCPMSIOBSOMP;Instituciones Privadas;INPR;2020-02-29
IPRCPMUSIOBSO;Instituciones Privadas;INPR;2020-02-29
IPRE;Instituciones Privadas;INPR;2020-02-29
IPREDRID;Instituciones Privadas;INPR;2020-02-29
IPREDRIDMP;Instituciones Privadas;INPR;2020-02-29
IPREDU;Instituciones Privadas;INPR;2020-02-29
IPREDUCIT;Instituciones Privadas;INPR;2020-02-29
IPREDUCITMP;Instituciones Privadas;INPR;2020-02-29
IPREDUMP;Instituciones Privadas;INPR;2020-02-29
IPREMP;Instituciones Privadas;INPR;2020-02-29
IPRGE1;Instituciones Privadas;INPR;2020-02-29
IPRGE1AG;Instituciones Privadas;INPR;2020-02-29
IPRGE1AGMP;Instituciones Privadas;INPR;2020-02-29
IPRGE1MP;Instituciones Privadas;INPR;2020-02-29
IPRGE1OR;Instituciones Privadas;INPR;2020-02-29
IPRGE1ORMP;Instituciones Privadas;INPR;2020-02-29
IPRIS2;Instituciones Privadas;INPR;2020-02-29
IPRIVMP(S3);Instituciones Privadas;INPR;2020-02-29
IPRIVMPS1;Instituciones Privadas;INPR;2020-02-29
IPRIVS1;Instituciones Privadas;INPR;2020-02-29
IPRMPS2;Instituciones Privadas;INPR;2020-02-29
IPROR;Instituciones Privadas;INPR;2020-02-29
IPRORMP;Instituciones Privadas;INPR;2020-02-29
IPROTRA;Instituciones Privadas;INPR;2020-02-29
IPROTRACIT;Instituciones Privadas;INPR;2020-02-29
IPROTRACITMP;Instituciones Privadas;INPR;2020-02-29
IPROTRAMP;Instituciones Privadas;INPR;2020-02-29
IPRP1;Instituciones Privadas;INPR;2020-02-29
IPRP1AG;Instituciones Privadas;INPR;2020-02-29
IPRP1AGMP;Instituciones Privadas;INPR;2020-02-29
IPRP1MP;Instituciones Privadas;INPR;2020-02-29
IPRP1OR;Instituciones Privadas;INPR;2020-02-29
IPRP1ORMP;Instituciones Privadas;INPR;2020-02-29
IPRP2;Instituciones Privadas;INPR;2020-02-29
IPRP2AG;Instituciones Privadas;INPR;2020-02-29
IPRP2AGMP;Instituciones Privadas;INPR;2020-02-29
IPRP2MP;Instituciones Privadas;INPR;2020-02-29
IPRP2OR;Instituciones Privadas;INPR;2020-02-29
IPRP2ORMP;Instituciones Privadas;INPR;2020-02-29
IPRRA;Instituciones Privadas;INPR;2020-02-29
IPRRAA1;Instituciones Privadas;INPR;2020-02-29
IPRRAA1MP;Instituciones Privadas;INPR;2020-02-29
IPRRAA2;Instituciones Privadas;INPR;2020-02-29
IPRRAA2MP;Instituciones Privadas;INPR;2020-02-29
IPRRAA3;Instituciones Privadas;INPR;2020-02-29
IPRRAA3MP;Instituciones Privadas;INPR;2020-02-29
IPRRC;Instituciones Privadas;INPR;2020-02-29
IPRRMA;Instituciones Privadas;INPR;2020-02-29
IPRRMAC1;Instituciones Privadas;INPR;2020-02-29
IPRRMAC1MP;Instituciones Privadas;INPR;2020-02-29
IPRRMAC2;Instituciones Privadas;INPR;2020-02-29
IPRRMAC2MP;Instituciones Privadas;INPR;2020-02-29
IPRRMAC3;Instituciones Privadas;INPR;2020-02-29
IPRRMAC3MP;Instituciones Privadas;INPR;2020-02-29
IPRRME;Instituciones Privadas;INPR;2020-02-29
IPRRMEB1;Instituciones Privadas;INPR;2020-02-29
IPRRMEB1MP;Instituciones Privadas;INPR;2020-02-29
IPRRMEB2;Instituciones Privadas;INPR;2020-02-29
IPRRMEB2MP;Instituciones Privadas;INPR;2020-02-29
IPRRMEB3;Instituciones Privadas;INPR;2020-02-29
IPRRMEB3MP;Instituciones Privadas;INPR;2020-02-29
ACPMRGBC;BMA;SCIB;2020-02-29
ACSBC;BMA;SCIB;2020-02-29
ACSBCSA;BMA;SCIB;2020-02-29
ACSEINT;BMA;SCIB;2020-02-29
ACSEL;BMA;SCIB;2020-02-29
ACSEM;BMA;SCIB;2020-02-29
ACSGG;BMA;SCIB;2020-02-29
ACSLA;BMA;SCIB;2020-02-29
ACSOEFIN;BMA;SCIB;2020-02-29
ACSSP;BMA;SCIB;2020-02-29
AN02030500;BMA;SCIB;2020-02-29
AN02033000;BMA;SCIB;2020-02-29
AN02040101;BMA;SCIB;2020-02-29
AN02040102;BMA;SCIB;2020-02-29
AN02040103;BMA;SCIB;2020-02-29
AN02050101;BMA;SCIB;2020-02-29
AN02090101;BMA;SCIB;2020-02-29
AN02090102;BMA;SCIB;2020-02-29
AN02090103;BMA;SCIB;2020-02-29
AN02090201;BMA;SCIB;2020-02-29
AN02090202;BMA;SCIB;2020-02-29
AN02090203;BMA;SCIB;2020-02-29
CASHEINT;BMA;SCIB;2020-02-29
CASHMPMRGBC;BMA;SCIB;2020-02-29
CASHMPMRGEL;BMA;SCIB;2020-02-29
CASHMPMRGEM;BMA;SCIB;2020-02-29
CASHMPMRGGE;BMA;SCIB;2020-02-29
CASHMPMRGGG;BMA;SCIB;2020-02-29
CASHMPMRGLA;BMA;SCIB;2020-02-29
CASHMPMRGSP;BMA;SCIB;2020-02-29
CASHMRGBC;BMA;SCIB;2020-02-29
CASHMRGBSA;BMA;SCIB;2020-02-29
CASHMRGBSAMP;BMA;SCIB;2020-02-29
CASHMRGEL;BMA;SCIB;2020-02-29
CASHMRGEM;BMA;SCIB;2020-02-29
CASHMRGEMP;BMA;SCIB;2020-02-29
CASHMRGGE;BMA;SCIB;2020-02-29
CASHMRGGG;BMA;SCIB;2020-02-29
CASHMRGLA;BMA;SCIB;2020-02-29
CASHMRGPY1;BMA;SCIB;2020-02-29
CASHMRGPY2;BMA;SCIB;2020-02-29
CASHMRGSP;BMA;SCIB;2020-02-29
CD;BMA;SCIB;2020-02-29
CEDMRGBC;BMA;SCIB;2020-02-29
CUSMRGBC;BMA;SCIB;2020-02-29
CUSMRGBSA;BMA;SCIB;2020-02-29
CUSMRGEL;BMA;SCIB;2020-02-29
CUSMRGEM;BMA;SCIB;2020-02-29
CUSMRGGE;BMA;SCIB;2020-02-29
CUSMRGGG;BMA;SCIB;2020-02-29
CUSMRGLA;BMA;SCIB;2020-02-29
CUSMRGSP;BMA;SCIB;2020-02-29
CUSMRGSPMP;BMA;SCIB;2020-02-29
CUSNOMRGBC;BMA;SCIB;2020-02-29
CUSNOMRGEL;BMA;SCIB;2020-02-29
CUSNOMRGEM;BMA;SCIB;2020-02-29
CUSNOMRGGG;BMA;SCIB;2020-02-29
CUSNOMRGLA;BMA;SCIB;2020-02-29
CUSNOMRGSP;BMA;SCIB;2020-02-29
DIV31;BMA;SCIB;2020-02-29
DIV31MP;BMA;SCIB;2020-02-29
DIV80;BMA;SCIB;2020-02-29
DIV80MP;BMA;SCIB;2020-02-29
DIV80RCMP;BMA;SCIB;2020-02-29
DIV82;BMA;SCIB;2020-02-29
DIV82MP;BMA;SCIB;2020-02-29
DIV82RCMP;BMA;SCIB;2020-02-29
DIVRC31;BMA;SCIB;2020-02-29
DIVRC31MP;BMA;SCIB;2020-02-29
DIVRC80;BMA;SCIB;2020-02-29
DIVRC82;BMA;SCIB;2020-02-29
EMIMRGBC;BMA;SCIB;2020-02-29
EMVMRGBC;BMA;SCIB;2020-02-29
EQPMRGBC;BMA;SCIB;2020-02-29
EQPMRGEL;BMA;SCIB;2020-02-29
EQPMRGEM;BMA;SCIB;2020-02-29
EQPMRGGG;BMA;SCIB;2020-02-29
EQPMRGLA;BMA;SCIB;2020-02-29
EQPMRGSP;BMA;SCIB;2020-02-29
EQPNOMRGBC;BMA;SCIB;2020-02-29
EQPNOMRGEL;BMA;SCIB;2020-02-29
EQPNOMRGEM;BMA;SCIB;2020-02-29
EQPNOMRGGG;BMA;SCIB;2020-02-29
EQPNOMRGLA;BMA;SCIB;2020-02-29
EQPNOMRGSP;BMA;SCIB;2020-02-29
EQU;BMA;SCIB;2020-02-29
FBMRGBC;BMA;SCIB;2020-02-29
FBMRGBSA;BMA;SCIB;2020-02-29
FBMRGEL;BMA;SCIB;2020-02-29
FBMRGEM;BMA;SCIB;2020-02-29
FBMRGEMP;BMA;SCIB;2020-02-29
FBMRGGE;BMA;SCIB;2020-02-29
FBMRGGG;BMA;SCIB;2020-02-29
FBMRGLA;BMA;SCIB;2020-02-29
FBMRGSP;BMA;SCIB;2020-02-29
FFEEMRGBC;BMA;SCIB;2020-02-29
FFEEMRGEL;BMA;SCIB;2020-02-29
FFEEMRGEM;BMA;SCIB;2020-02-29
FFEEMRGGG;BMA;SCIB;2020-02-29
FFEEMRGLA;BMA;SCIB;2020-02-29
FFEEMRGSP;BMA;SCIB;2020-02-29
FLOWBC;BMA;SCIB;2020-02-29
FLOWBCSA;BMA;SCIB;2020-02-29
FLOWEINT;BMA;SCIB;2020-02-29
FLOWEL;BMA;SCIB;2020-02-29
FLOWEM;BMA;SCIB;2020-02-29
FLOWGG;BMA;SCIB;2020-02-29
FLOWLA;BMA;SCIB;2020-02-29
FLOWOEFIN;BMA;SCIB;2020-02-29
FLOWSP;BMA;SCIB;2020-02-29
LBKCASHBC;BMA;SCIB;2020-02-29
LBKCASHBSA;BMA;SCIB;2020-02-29
LBKCASHEM;BMA;SCIB;2020-02-29
LBKCASHGG;BMA;SCIB;2020-02-29
LBKCASHLA;BMA;SCIB;2020-02-29
LBKCASHMPBC;BMA;SCIB;2020-02-29
LBKCASHMPBSA;BMA;SCIB;2020-02-29
LBKCASHMPEM;BMA;SCIB;2020-02-29
LBKCASHMPGG;BMA;SCIB;2020-02-29
LBKCASHMPLA;BMA;SCIB;2020-02-29
LBKCASHMPSP;BMA;SCIB;2020-02-29
LBKCASHSP;BMA;SCIB;2020-02-29
LBKFBBC;BMA;SCIB;2020-02-29
LBKFBBSA;BMA;SCIB;2020-02-29
LBKFBEM;BMA;SCIB;2020-02-29
LBKFBGG;BMA;SCIB;2020-02-29
LBKFBLA;BMA;SCIB;2020-02-29
LBKFBSP;BMA;SCIB;2020-02-29
LBKSINBC;BMA;SCIB;2020-02-29
LBKSINBSA;BMA;SCIB;2020-02-29
LBKSINEM;BMA;SCIB;2020-02-29
LBKSINGG;BMA;SCIB;2020-02-29
LBKSINLA;BMA;SCIB;2020-02-29
LBKSINSP;BMA;SCIB;2020-02-29
LBKTRADEBC;BMA;SCIB;2020-02-29
LBKTRADEBSA;BMA;SCIB;2020-02-29
LBKTRADEEM;BMA;SCIB;2020-02-29
LBKTRADEGG;BMA;SCIB;2020-02-29
LBKTRADELA;BMA;SCIB;2020-02-29
LBKTRADESP;BMA;SCIB;2020-02-29
MAMRGBC;BMA;SCIB;2020-02-29
MAMRGEL;BMA;SCIB;2020-02-29
MAMRGEM;BMA;SCIB;2020-02-29
MAMRGGG;BMA;SCIB;2020-02-29
MAMRGLA;BMA;SCIB;2020-02-29
MAMRGSP;BMA;SCIB;2020-02-29
MANOMRGBC;BMA;SCIB;2020-02-29
MANOMRGEL;BMA;SCIB;2020-02-29
MANOMRGEM;BMA;SCIB;2020-02-29
MANOMRGGG;BMA;SCIB;2020-02-29
MANOMRGLA;BMA;SCIB;2020-02-29
MANOMRGSP;BMA;SCIB;2020-02-29
MMBCSA;BMA;SCIB;2020-02-29
MMBCSAMP;BMA;SCIB;2020-02-29
MMEINT;BMA;SCIB;2020-02-29
MMMRGBC;BMA;SCIB;2020-02-29
MMMRGEL;BMA;SCIB;2020-02-29
MMMRGEM;BMA;SCIB;2020-02-29
MMMRGGG;BMA;SCIB;2020-02-29
MMMRGLA;BMA;SCIB;2020-02-29
MMMRGSP;BMA;SCIB;2020-02-29
MMMRGSPMP;BMA;SCIB;2020-02-29
MMOEFIN;BMA;SCIB;2020-02-29
PFMRGBC;BMA;SCIB;2020-02-29
PFMRGEL;BMA;SCIB;2020-02-29
PFMRGEM;BMA;SCIB;2020-02-29
